item_id	i_genre_c	i_title_c
1301	176	2617
1302	238	610
1303	81	22
1304	94	1275
1305	214	2819
1307	251	1949
1308	206	2690
1309	199	718
1310	206	2526
1311	244	2152
1313	92	2148
1314	206	2548
1315	176	13
1316	238	1259
1317	234	1590
1318	158	943
1319	206	365
1320	287	1805
1321	210	1937
1322	176	1145
1325	176	1474
1326	238	2047
1327	206	2054
1328	238	172
1329	185	15
1330	295	29
1331	187	2100
1332	176	440
1333	176	867
1335	215	1666
1336	238	236
1337	271	2167
1338	271	2168
1339	271	551
1340	271	558
1341	176	1998
1342	271	1358
1344	238	76
1345	238	77
1346	238	75
1347	259	2405
1348	64	2878
1349	76	104
1350	291	1808
1351	89	3022
1352	33	1661
1353	86	2199
1355	86	297
1356	86	264
1357	86	627
1358	86	893
1359	1	851
1360	176	136
1362	58	642
1363	238	676
1364	183	1659
1365	238	749
1366	271	2305
1367	86	3072
1369	277	1267
1370	259	733
1371	176	1930
1372	276	2974
1373	276	553
1374	176	215
1375	206	1034
1376	144	1549
1378	243	2322
1379	233	2902
1380	238	245
1381	278	1548
1382	144	812
1383	176	849
1384	56	1854
1385	251	133
1387	251	2991
1388	87	1777
1389	206	6
1390	238	2762
1391	176	2106
1392	238	827
1393	185	1810
1394	238	1020
1396	215	1142
1397	206	1978
1398	43	2918
1399	282	635
1400	251	1703
1401	183	1176
1402	176	1621
1403	187	1071
1405	238	1308
1406	176	1865
1407	252	2085
1408	185	2444
1409	206	1679
1410	176	2291
1411	176	869
1414	87	3125
1415	233	887
1416	195	1401
1417	238	1113
1418	238	1552
1420	238	2827
1421	238	3077
1422	238	1831
1423	76	2000
1424	138	1951
1425	56	777
1426	26	1909
1427	176	513
1429	251	2813
1430	251	3108
1431	192	1822
1432	238	60
1433	1	354
1434	187	862
1435	235	883
1436	24	2668
1437	206	1692
1439	238	302
1440	238	2462
1441	274	1907
1442	271	1908
1443	271	1904
1444	271	1905
1445	271	1906
1446	238	1858
1447	33	2727
1448	33	2728
1449	33	2729
1450	33	2730
1451	271	819
1452	271	820
1453	271	1354
1454	271	1355
1455	271	1045
1456	271	2612
1458	271	1122
1459	271	1046
1460	271	688
1461	271	2610
1462	271	3088
1463	275	2766
1464	197	2399
1465	184	1452
1467	291	2804
1468	291	1453
1469	90	2999
1470	291	1451
1471	275	1442
1472	291	850
1473	291	1454
1474	291	1856
1475	275	2737
1476	296	2232
1478	296	2434
1479	206	2039
1480	258	2811
1481	238	895
1482	238	1678
1483	187	2916
1484	259	1439
1485	234	469
1486	238	760
1488	207	1049
1489	238	1633
1490	176	202
1491	247	2342
1492	144	2767
1493	259	1102
1494	234	1110
1496	176	1399
1497	238	1611
1498	61	2433
1499	234	2891
1500	176	328
1501	176	783
1502	187	1952
1503	52	175
1506	154	2621
1507	91	3066
1508	238	2721
1509	251	1704
1510	176	120
1511	295	178
1512	287	204
1513	160	1913
1515	271	362
1516	238	1944
1517	238	920
1518	277	1581
1519	238	3097
1520	195	1123
1521	195	1124
1522	176	832
1523	277	1268
1525	6	1437
1526	287	2895
1527	87	748
1528	9	1953
1529	206	2436
1530	238	2919
1531	225	1542
1532	264	1537
1533	238	2628
1534	238	1662
1536	238	254
1537	238	20
1538	238	1502
1539	120	2970
1540	238	1877
1541	9	1160
1542	176	452
1543	1	190
1544	185	661
1545	238	609
1546	92	2023
1547	238	1967
1548	238	2096
1549	238	1846
1550	196	1648
1551	195	1649
1552	2	103
1553	247	1873
1555	185	2303
1556	176	1078
1557	202	2110
1558	295	282
1559	238	1630
1560	1	2996
1561	238	1044
1562	238	2206
1563	176	776
1565	144	1449
1566	295	2561
1567	92	2816
1568	224	2815
1569	185	55
1570	176	1405
1571	176	2687
1572	232	3109
1574	176	417
1575	238	458
1576	176	766
1577	238	84
1578	206	312
1579	238	1272
1580	234	1755
1581	176	1281
1583	195	2321
1584	271	2847
1585	271	2194
1586	271	1771
1587	271	2758
1588	176	1265
1589	271	518
1590	176	142
1591	271	699
1593	271	980
1594	176	74
1595	176	73
1596	195	128
1597	176	896
1598	176	2956
1599	176	1088
1600	192	323
1601	176	2267
1602	176	2268
1605	144	1643
1606	251	2095
1607	84	2779
1608	295	2154
1609	185	560
1610	206	1816
1611	212	2773
1612	86	2944
1613	176	1694
1615	157	2158
1616	92	1413
1617	234	2619
1618	94	1447
1619	94	1448
1620	94	40
1621	295	2824
1623	238	1239
1624	136	1790
1625	234	2067
1626	78	10
1627	292	195
1628	160	839
1629	185	1921
1631	238	488
1632	289	1707
1633	206	2969
1634	92	555
1635	176	2111
1636	206	283
1637	238	3020
1638	295	2688
1639	295	2692
1640	216	303
1641	206	350
1642	247	1837
1643	159	50
1644	238	2083
1645	238	2097
1646	185	2296
1647	139	2463
1648	238	2597
1649	271	619
1650	295	1389
1651	156	3112
1652	185	112
1653	234	2694
1654	176	388
1655	185	1024
1656	238	492
1657	200	1255
1658	176	2642
1659	176	2716
1660	238	468
1661	195	1072
1662	271	1073
1663	176	252
1664	140	755
1665	65	907
1666	176	2115
1667	248	2608
1668	144	2831
1669	245	2864
1670	9	2086
1672	9	2087
1673	92	809
1674	238	1470
1675	176	1903
1676	206	797
1677	251	1220
1678	160	49
1679	206	829
1680	176	1956
1682	261	2825
1683	176	1252
1684	64	2207
1685	251	2407
1686	297	108
1687	213	144
1688	272	714
1689	97	1221
1692	275	1863
1693	275	2172
1694	277	2279
1695	277	2280
1696	238	2308
1697	2	2457
1698	251	2318
1699	176	2732
1700	238	420
1702	57	1635
1703	176	1776
1704	176	2378
1705	34	2874
1706	233	395
1707	176	971
1708	251	3111
1710	251	548
1711	297	1312
1712	297	1246
1713	176	574
1714	43	836
1715	238	625
1716	185	1229
1717	251	451
1718	238	2325
1719	238	2343
1721	238	2841
1722	238	721
1723	238	983
1724	206	1575
1725	176	2719
1726	176	2120
1727	238	1733
1728	259	1991
1730	264	1128
1731	280	2620
1732	251	999
1733	251	1430
1734	94	786
1735	282	1830
1736	200	1294
1737	1	1164
1738	1	1077
1739	1	817
1741	127	386
1742	95	994
1743	233	1253
1744	160	1330
1745	63	2603
1746	238	977
1748	185	2697
1749	216	1491
1750	238	1503
1751	1	2060
1752	238	2698
1753	259	231
1754	133	2838
1755	251	1739
1757	126	995
1758	278	99
1759	261	2341
1760	176	660
1761	238	304
1762	243	454
1763	185	653
1764	206	2829
1765	238	397
1767	234	464
1768	295	1445
1769	234	2063
1770	62	2391
1771	62	2392
1772	103	3050
1773	238	1798
1774	1	1028
1776	1	1620
1777	1	1654
1778	277	2324
1779	1	2832
1780	238	581
1781	271	1359
1782	238	1923
1783	176	289
1784	287	826
1788	3	2261
1789	234	1926
1790	206	220
1791	295	404
1792	238	1435
1793	234	119
1794	295	1594
1796	238	2422
1797	238	2799
1798	195	446
1799	176	480
1800	295	613
1801	271	656
1802	271	657
1803	271	2326
1804	216	835
1806	64	935
1807	271	1085
1808	176	1103
1809	275	2193
1810	297	2425
1811	176	2760
1812	64	2005
1814	191	3113
1815	176	2354
1816	291	2061
1817	210	2625
1818	144	2388
1819	190	1849
1820	96	2298
1821	191	1639
1822	238	927
1823	176	2885
1825	176	1789
1826	283	725
1827	185	2171
1828	206	1423
1829	238	915
1830	176	2939
1831	213	1362
1833	238	1629
1834	238	164
1835	176	799
1836	261	1807
1837	144	2215
1838	295	969
1840	185	616
1841	200	1323
1842	73	1669
1843	295	2211
1844	295	2213
1845	296	2871
1846	185	3091
1847	238	2965
1848	238	866
1850	124	48
1851	238	2652
1852	176	1872
1853	251	2456
1854	297	1482
1855	295	2355
1856	176	1446
1857	234	21
1858	238	1619
1859	238	1752
1861	274	2570
1862	92	3099
1863	185	94
1864	176	1756
1865	176	2480
1866	176	1263
1867	238	322
1869	238	1774
1870	261	1516
1871	238	564
1872	262	1785
1873	251	1778
1874	238	1189
1875	176	1948
1876	206	2536
1877	238	1969
1878	206	2521
1880	238	2379
1881	295	956
1882	295	1469
1883	251	2654
1884	10	1820
1885	238	207
1886	251	614
1887	64	226
1888	187	993
1889	238	2381
1890	238	645
1891	238	2197
1892	238	2
1893	92	878
1894	145	2883
1895	238	1001
1896	254	2374
1897	238	2910
1899	176	789
1900	264	1321
1901	256	2460
1902	185	64
1903	238	880
1904	238	1328
1905	238	1753
1906	185	2740
1908	176	405
1909	176	697
1910	176	1144
1911	261	1188
1912	238	1204
1913	94	2481
1914	238	2680
1915	2	2769
1917	176	2818
1918	238	2924
1919	236	2932
1920	261	1288
1921	206	1136
1922	238	650
1923	176	767
1924	259	1208
1925	238	566
1927	238	2998
1928	238	1595
1929	23	24
1930	251	156
1931	188	321
1932	160	2709
1933	238	874
1934	152	942
1936	238	1723
1937	238	2082
1938	238	2870
1939	64	403
1940	238	506
1941	126	856
1942	238	933
1944	238	2415
1945	238	163
1946	185	1743
1947	124	1093
1948	250	2753
1949	176	1988
1950	238	1378
1951	238	150
1953	238	2851
1954	234	1882
1955	238	2810
1956	238	2586
1957	238	1132
1958	234	1624
1959	176	1934
1961	138	2731
1962	238	2784
1963	238	3007
1964	261	2649
1965	1	2248
1966	238	2126
1967	201	2117
1970	185	1591
1971	238	996
1972	295	726
1973	295	423
1974	287	62
1975	43	1657
1977	176	953
1978	238	680
1979	144	263
1980	238	115
1981	238	2655
1982	238	2210
1983	295	2113
1985	238	823
1986	238	505
1987	238	3123
1988	238	3089
1989	206	816
1990	295	2050
1991	176	3039
1992	295	919
1994	176	337
1995	176	685
1996	176	877
1997	206	1175
1998	238	1382
1999	238	1728
2000	177	2555
2001	176	2556
2002	295	1244
2004	238	92
2005	247	65
2006	238	2470
2007	176	3009
2008	176	3010
2009	185	1607
2010	92	2143
2011	69	400
2012	176	737
2013	251	947
2015	238	1368
2016	187	2553
2017	247	2920
2018	176	3047
2019	195	471
2020	56	1258
2021	45	1732
2022	92	1757
2023	43	2695
2024	137	1036
2026	238	691
2027	238	2052
2028	216	230
2029	273	2477
2030	1	2552
2031	43	409
2032	176	1222
2034	234	431
2035	176	781
2036	1	1836
2037	206	2798
2038	126	268
2039	176	2585
2040	144	2837
2041	238	2034
2043	238	2858
2044	238	402
2045	185	1248
2047	86	2195
2048	177	3054
2049	176	276
2050	216	384
2051	176	571
2052	187	576
2053	185	998
2054	176	798
2056	1	1530
2057	297	1741
2058	92	2345
2059	185	3093
2060	295	765
2061	238	1501
2063	206	1823
2064	176	834
2065	185	1987
2066	210	3028
2067	234	319
2068	216	1118
2069	238	3110
2071	238	2643
2072	238	1541
2073	218	1527
2074	234	1023
2075	296	669
2077	275	447
2078	176	411
2079	261	346
2080	187	140
2081	271	373
2082	106	539
2083	238	1979
2084	176	2163
2086	238	2313
2087	271	2926
2088	291	1845
2089	295	2020
2090	251	854
2091	206	753
2092	238	441
2094	238	1343
2095	176	473
2096	178	796
2097	185	117
2098	225	189
2099	297	2482
2100	38	3038
2101	296	772
2102	290	327
2104	259	309
2105	238	416
2106	94	448
2107	291	764
2108	238	2066
2110	1	2752
2111	176	2982
2112	247	1460
2113	176	3052
2114	176	1262
2115	2	1613
2117	176	3053
2118	176	2530
2119	192	715
2120	206	368
2121	176	1958
2122	160	1911
2123	160	1202
2124	160	1914
2125	160	2495
2128	144	3011
2129	138	217
2130	238	2912
2131	259	2312
2132	64	2849
2133	64	2004
2134	38	501
2135	238	890
2136	259	981
2138	185	2591
2139	96	271
2140	287	1689
2141	238	1841
2142	238	2894
2143	124	662
2144	64	2793
2145	177	2605
2147	259	5
2148	176	154
2149	206	2527
2150	238	2473
2151	185	792
2152	238	1853
2153	251	1508
2154	215	633
2155	238	535
2156	154	654
2158	64	738
2159	64	741
2160	64	739
2161	64	740
2162	64	742
2163	225	808
2164	251	846
2165	42	2774
2166	42	2775
2168	42	2776
2169	94	2337
2170	1	377
2171	286	922
2172	176	1086
2173	238	1168
2174	190	1170
2175	238	1171
2177	176	1217
2178	185	1218
2179	82	2410
2180	251	1303
2181	206	3032
2182	238	612
2183	238	2988
2184	243	1180
2186	129	1672
2187	176	1855
2188	292	2592
2189	192	1274
2190	262	1370
2191	238	1380
2192	238	1432
2194	126	758
2195	257	598
2196	176	1495
2197	292	2361
2198	251	2196
2199	273	1467
2200	185	875
2201	238	239
2202	132	1580
2204	238	1706
2205	176	1310
2206	144	2383
2207	295	2562
2208	291	768
2209	297	806
2210	131	1341
2212	176	1931
2213	96	2613
2214	142	2903
2215	185	2385
2216	238	1717
2217	176	1780
2218	238	1819
2219	271	1842
2222	185	1889
2223	206	1920
2224	238	1943
2225	257	2593
2226	185	1977
2227	295	2025
2228	185	2030
2229	176	2049
2230	297	2108
2231	238	357
2233	259	1059
2234	176	2327
2235	251	2368
2236	259	2430
2237	238	1490
2238	176	1787
2239	206	293
2240	259	879
2241	94	1032
2243	176	1366
2244	178	1955
2245	206	187
2246	176	219
2247	185	2133
2248	87	2245
2249	251	2257
2250	233	2239
2252	187	102
2253	176	1052
2254	176	18
2255	199	124
2256	206	1524
2257	185	3041
2258	176	852
2259	234	979
2261	288	2139
2262	185	782
2263	176	2516
2264	281	487
2265	259	3025
2266	238	2252
2267	185	200
2268	278	1225
2270	271	1374
2271	295	1754
2272	176	491
2273	259	1179
2274	251	1695
2275	92	2930
2276	185	2977
2277	295	1481
2278	238	1634
2280	185	617
2281	185	3040
2282	185	331
2283	176	413
2284	238	2579
2285	185	1400
2287	238	1596
2288	238	2839
2289	76	1306
2290	238	2925
2291	64	1135
2292	238	1384
2294	238	2950
2295	69	443
2296	141	1200
2297	238	1402
2298	271	1431
2299	216	1551
2301	176	1674
2302	185	1887
2303	86	265
2304	238	530
2305	176	2479
2306	176	3043
2307	238	1242
2308	200	139
2311	200	385
2312	278	1090
2313	278	1226
2314	245	1544
2315	278	2068
2316	176	2151
2318	145	2455
2319	135	2574
2320	176	2806
2321	206	1339
2322	144	784
2323	206	1675
2324	176	2382
2325	176	2578
2326	176	1326
2328	185	1957
2329	176	2914
2330	92	1848
2331	1	2523
2332	234	310
2333	176	26
2334	277	507
2335	73	1018
2336	176	1158
2338	176	1864
2339	1	2065
2340	295	2499
2341	1	2645
2342	238	2957
2343	83	1871
2344	1	1746
2346	185	1550
2347	73	978
2348	297	712
2349	238	591
2350	176	333
2351	238	116
2353	234	882
2354	73	1224
2355	238	379
2356	291	2294
2357	292	2293
2359	276	2284
2360	276	2286
2361	276	2287
2362	276	2285
2363	251	2411
2364	176	2677
2366	296	2696
2367	214	366
2368	106	298
2369	106	299
2370	106	1030
2371	278	3045
2372	243	889
2373	234	247
2374	238	1745
2375	234	746
2377	234	745
2378	297	1029
2379	297	1724
2380	241	376
2381	251	926
2382	187	2266
2383	295	1000
2384	176	2233
2385	176	2234
2387	176	2235
2388	176	2265
2389	195	586
2390	195	2881
2391	195	2880
2392	195	2879
2393	198	2001
2394	87	2246
2395	33	2438
2396	128	2674
2399	257	463
2400	223	88
2401	86	1713
2402	86	1714
2403	86	1715
2404	31	343
2405	266	147
2406	238	2016
2407	277	985
2408	271	2569
2410	43	42
2411	238	2461
2412	176	2590
2413	238	1668
2414	238	584
2415	176	477
2416	56	957
2417	56	1166
2418	234	121
2419	206	1702
2421	238	2723
2422	238	1240
2423	261	615
2424	156	122
2425	92	192
2426	195	1971
2427	295	2075
2428	56	2510
2430	247	632
2431	259	689
2432	271	1089
2433	238	2124
2434	238	2258
2435	216	2494
2436	238	325
2437	262	1665
2438	238	2717
2439	206	2899
2441	43	338
2442	216	233
2443	261	266
2444	206	422
2445	56	2511
2446	104	2848
2447	261	485
2448	238	1487
2449	238	2840
2451	145	543
2452	176	1788
2453	73	2144
2454	145	54
2455	37	2161
2456	238	1159
2457	258	618
2458	152	1083
2460	176	1526
2461	216	375
2462	63	924
2463	63	925
2464	251	1349
2465	94	1843
2466	94	1844
2467	94	426
2468	1	2833
2470	125	828
2471	2	1162
2472	176	1353
2473	152	1727
2474	152	1797
2476	291	2397
2477	56	2512
2478	56	2513
2479	216	672
2480	176	1531
2481	195	2469
2482	176	481
2483	176	2538
2484	247	381
2485	238	2147
2487	238	1213
2488	238	1022
2489	297	840
2490	86	3106
2491	185	562
2492	238	997
2493	288	3080
2494	295	3027
2495	144	2214
2498	247	138
2499	86	1053
2500	238	1195
2501	176	1227
2502	19	1562
2503	297	1711
2504	2	2549
2505	261	2927
2506	176	3023
2508	259	3048
2509	261	437
2510	176	904
2511	238	1440
2512	176	1696
2513	238	2055
2514	185	2099
2515	176	2761
2517	176	2043
2518	251	1131
2519	238	3096
2520	251	205
2521	238	649
2522	276	1324
2523	86	2623
2525	199	2278
2526	176	2464
2527	271	355
2528	275	428
2529	127	461
2530	295	679
2531	54	1525
2532	271	2173
2533	271	2174
2534	271	2175
2536	271	2283
2537	43	67
2538	271	2564
2539	238	2684
2540	238	141
2541	176	855
2542	271	1406
2543	259	2543
2544	295	2639
2545	176	1396
2546	176	2765
2547	238	2834
2548	251	66
2549	251	56
2550	295	367
2551	176	521
2552	234	923
2554	215	2089
2555	176	2352
2556	176	32
2557	292	525
2558	33	1155
2559	184	2093
2560	238	101
2561	176	1963
2562	176	1961
2564	238	2101
2565	262	2522
2566	238	2715
2567	214	514
2568	206	644
2569	23	2726
2570	291	3107
2571	1	185
2573	234	237
2574	176	453
2575	176	658
2576	206	1686
2577	238	2678
2578	23	1317
2580	212	2042
2581	238	2594
2582	233	3003
2583	233	3008
2584	185	105
2585	43	234
2588	185	659
2589	185	841
2590	238	1182
2591	238	2954
2592	215	2938
2593	271	2953
2594	206	3090
2596	245	702
2597	176	308
2598	185	274
2599	234	253
2600	238	460
2601	238	1133
2602	238	2348
2603	271	1291
2604	271	1289
2605	271	1292
2607	239	948
2608	176	267
2609	176	339
2610	275	2365
2611	176	2116
2612	176	2700
2613	138	2983
2614	138	944
2615	195	31
2616	176	246
2618	271	655
2619	275	1444
2620	291	1567
2621	271	1568
2622	259	2176
2623	292	2435
2625	176	241
2626	71	1112
2627	295	1111
2628	176	1796
2629	238	2356
2630	238	2836
2631	238	2922
2632	259	631
